id,start_time,spread,over_under,is_finished,venue_name,venue_address,neutral_site,week_id
401547629,2023-12-31T18:00:00+00:00,JAX -3.5,37.5,True,EverBank Stadium,"Jacksonville, FL",False,nfl-2023-week-17
401547625,2023-12-31T18:00:00+00:00,BAL -3.5,47.5,True,M&T Bank Stadium,"Baltimore, MD",False,nfl-2023-week-17
401547631,2023-12-31T18:00:00+00:00,HOU -5.5,43.5,True,NRG Stadium,"Houston, TX",False,nfl-2023-week-17
401547636,2023-12-31T21:05:00+00:00,SEA -4.5,40.5,True,Lumen Field,"Seattle, WA",False,nfl-2023-week-17
401547630,2023-12-31T21:25:00+00:00,DEN -3.5,38.5,True,Empower Field at Mile High,"Denver, CO",False,nfl-2023-week-17
401547235,2023-12-31T21:25:00+00:00,KC -7.5,45.5,True,GEHA Field at Arrowhead Stadium,"Kansas City, MO",False,nfl-2023-week-17
401547637,2024-01-01T01:20:00+00:00,GB -0.5,42.5,True,U.S. Bank Stadium,"Minneapolis, MN",False,nfl-2023-week-17
401547639,2024-01-06T21:30:00+00:00,PIT -3.5,34.5,True,M&T Bank Stadium,"Baltimore, MD",False,nfl-2023-week-18
401547644,2024-01-07T01:15:00+00:00,HOU -1.5,47.5,True,Lucas Oil Stadium,"Indianapolis, IN",False,nfl-2023-week-18
401547641,2024-01-07T18:00:00+00:00,CIN -7.5,37.5,True,Paycor Stadium,"Cincinnati, OH",False,nfl-2023-week-18
401547642,2024-01-07T18:00:00+00:00,DET -3.5,47.5,True,Ford Field,"Detroit, MI",False,nfl-2023-week-18
401547652,2024-01-07T18:00:00+00:00,JAX -3.5,41.5,True,Nissan Stadium,"Nashville, TN",False,nfl-2023-week-18
401547648,2024-01-07T18:00:00+00:00,NE -2.5,28.5,True,Gillette Stadium,"Foxborough, MA",False,nfl-2023-week-18
401547649,2024-01-07T18:00:00+00:00,NO -3.5,41.5,True,Caesars Superdome,"New Orleans, LA",False,nfl-2023-week-18
401547640,2024-01-07T18:00:00+00:00,TB -5.5,36.5,True,Bank of America Stadium,"Charlotte, NC",False,nfl-2023-week-18
401547643,2024-01-07T21:25:00+00:00,GB -2.5,45.5,True,Lambeau Field,"Green Bay, WI",False,nfl-2023-week-18
401547646,2024-01-07T21:25:00+00:00,LV -3.5,37.5,True,Allegiant Stadium,"Las Vegas, NV",False,nfl-2023-week-18
401547650,2024-01-07T21:25:00+00:00,PHI -4.5,43.5,True,MetLife Stadium,"East Rutherford, NJ",False,nfl-2023-week-18
401547638,2024-01-07T21:25:00+00:00,SEA -2.5,48.5,True,State Farm Stadium,"Glendale, AZ",False,nfl-2023-week-18
401547645,2024-01-07T21:25:00+00:00,LAC -3.5,36.5,True,SoFi Stadium,"Inglewood, CA",False,nfl-2023-week-18
401547651,2024-01-07T21:25:00+00:00,SF -5.5,40.5,True,Levi's Stadium,"Santa Clara, CA",False,nfl-2023-week-18
401547653,2024-01-07T21:25:00+00:00,DAL -13.5,46.5,True,Commanders Field,"Landover, MD",False,nfl-2023-week-18
401547647,2024-01-08T01:20:00+00:00,BUF -2.5,48.5,True,Hard Rock Stadium,"Miami Gardens, FL",False,nfl-2023-week-18
401671664,2024-09-08T20:05:00+00:00,SEA -6,41.5,False,Lumen Field,"Seattle, WA",False,nfl-2024-week-1
401671761,2024-09-08T20:25:00+00:00,CLE -2.5,40.5,False,Huntington Bank Field,"Cleveland, OH",False,nfl-2024-week-1
401671770,2024-09-08T20:25:00+00:00,TB -3.5,43.5,False,Raymond James Stadium,"Tampa, FL",False,nfl-2024-week-1
401671792,2024-09-09T00:20:00+00:00,DET -3.5,50.5,False,Ford Field,"Detroit, MI",False,nfl-2024-week-1
401671696,2024-09-10T00:20:00+00:00,SF -4.5,43.5,False,Levi's Stadium,"Santa Clara, CA",False,nfl-2024-week-1
401671815,2024-10-04T00:15:00+00:00,,,False,Mercedes-Benz Stadium,"Atlanta, GA",False,nfl-2024-week-5
401671816,2024-10-18T00:15:00+00:00,,,False,Caesars Superdome,"New Orleans, LA",False,nfl-2024-week-7
401671801,2024-10-20T13:30:00+00:00,JAX -6.5,41.5,False,Wembley Stadium,London,True,nfl-2024-week-7
401671730,2024-10-20T17:00:00+00:00,,,False,Mercedes-Benz Stadium,"Atlanta, GA",False,nfl-2024-week-7
401671616,2024-10-20T17:00:00+00:00,,,False,Highmark Stadium,"Orchard Park, NY",False,nfl-2024-week-7
401671776,2024-11-03T21:25:00+00:00,,,False,Lumen Field,"Seattle, WA",False,nfl-2024-week-9
401671797,2024-11-04T01:20:00+00:00,,,False,Lincoln Financial Field,"Philadelphia, PA",False,nfl-2024-week-9
401671688,2024-11-05T01:15:00+00:00,,,False,GEHA Field at Arrowhead Stadium,"Kansas City, MO",False,nfl-2024-week-9
401671810,2024-11-08T01:15:00+00:00,,,False,M&T Bank Stadium,"Baltimore, MD",False,nfl-2024-week-10
401671803,2024-11-10T14:30:00+00:00,NYG -1.5,42.5,False,Allianz Arena,Munich,True,nfl-2024-week-10
401671873,2024-11-10T18:00:00+00:00,,,False,Soldier Field,"Chicago, IL",False,nfl-2024-week-10
401671863,2024-11-10T18:00:00+00:00,,,False,Lucas Oil Stadium,"Indianapolis, IN",False,nfl-2024-week-10
401671637,2024-11-10T18:00:00+00:00,,,False,GEHA Field at Arrowhead Stadium,"Kansas City, MO",False,nfl-2024-week-10
401671733,2024-11-10T18:00:00+00:00,,,False,Caesars Superdome,"New Orleans, LA",False,nfl-2024-week-10
401671742,2024-11-10T18:00:00+00:00,,,False,Raymond James Stadium,"Tampa, FL",False,nfl-2024-week-10
401671846,2024-12-29T05:00:00+00:00,,,False,MetLife Stadium,"East Rutherford, NJ",False,nfl-2024-week-17
401671842,2024-12-29T05:00:00+00:00,,,False,Northwest Stadium,"Landover, MD",False,nfl-2024-week-17
401671495,2024-12-29T18:00:00+00:00,,,False,Highmark Stadium,"Orchard Park, NY",False,nfl-2024-week-17
401671725,2024-12-29T18:00:00+00:00,,,False,U.S. Bank Stadium,"Minneapolis, MN",False,nfl-2024-week-17
401671738,2024-12-29T18:00:00+00:00,,,False,Caesars Superdome,"New Orleans, LA",False,nfl-2024-week-17
401671641,2024-11-10T18:00:00+00:00,,,False,Northwest Stadium,"Landover, MD",False,nfl-2024-week-10
401671708,2024-11-10T18:00:00+00:00,,,False,EverBank Stadium,"Jacksonville, FL",False,nfl-2024-week-10
401671751,2024-11-10T21:05:00+00:00,,,False,SoFi Stadium,"Inglewood, CA",False,nfl-2024-week-10
401671676,2024-11-10T21:25:00+00:00,,,False,AT&T Stadium,"Arlington, TX",False,nfl-2024-week-10
401671678,2024-11-10T21:25:00+00:00,,,False,State Farm Stadium,"Glendale, AZ",False,nfl-2024-week-10
401671789,2024-09-06T00:20:00+00:00,KC -3,47.5,False,GEHA Field at Arrowhead Stadium,"Kansas City, MO",False,nfl-2024-week-1
401671805,2024-09-07T00:15:00+00:00,PHI -2.5,49.5,False,Corinthians Arena,Sao Paulo,True,nfl-2024-week-1
401671744,2024-09-08T17:00:00+00:00,ATL -3.5,41.5,False,Mercedes-Benz Stadium,"Atlanta, GA",False,nfl-2024-week-1
401671617,2024-09-08T17:00:00+00:00,BUF -6.5,48.5,False,Highmark Stadium,"Orchard Park, NY",False,nfl-2024-week-1
401671719,2024-09-08T17:00:00+00:00,CHI -4,44.5,False,Soldier Field,"Chicago, IL",False,nfl-2024-week-1
401671709,2024-09-15T17:00:00+00:00,DAL -6,44.5,False,AT&T Stadium,"Arlington, TX",False,nfl-2024-week-2
401671721,2024-09-15T17:00:00+00:00,DET -6.5,48.5,False,Ford Field,"Detroit, MI",False,nfl-2024-week-2
401671723,2024-09-15T17:00:00+00:00,GB -4,47.5,False,Lambeau Field,"Green Bay, WI",False,nfl-2024-week-2
401671636,2024-09-15T17:00:00+00:00,NYJ -3.5,43.5,False,Nissan Stadium,"Nashville, TN",False,nfl-2024-week-2
401671645,2024-09-15T17:00:00+00:00,SF -6.5,46.5,False,U.S. Bank Stadium,"Minneapolis, MN",False,nfl-2024-week-2
401671702,2024-09-15T17:00:00+00:00,SEA -3,40.5,False,Gillette Stadium,"Foxborough, MA",False,nfl-2024-week-2
401671716,2024-09-15T17:00:00+00:00,WSH -2.5,41.5,False,Northwest Stadium,"Landover, MD",False,nfl-2024-week-2
401671652,2024-09-15T17:00:00+00:00,LAC -3,41.5,False,Bank of America Stadium,"Charlotte, NC",False,nfl-2024-week-2
401671635,2024-09-15T17:00:00+00:00,JAX -2.5,44.5,False,EverBank Stadium,"Jacksonville, FL",False,nfl-2024-week-2
401671624,2024-09-15T17:00:00+00:00,BAL -7.5,44.5,False,M&T Bank Stadium,"Baltimore, MD",False,nfl-2024-week-2
401671853,2024-10-20T17:00:00+00:00,,,False,Huntington Bank Field,"Cleveland, OH",False,nfl-2024-week-7
401671644,2024-10-20T17:00:00+00:00,,,False,Lambeau Field,"Green Bay, WI",False,nfl-2024-week-7
401671864,2024-10-20T17:00:00+00:00,,,False,Lucas Oil Stadium,"Indianapolis, IN",False,nfl-2024-week-7
401671724,2024-10-20T17:00:00+00:00,,,False,U.S. Bank Stadium,"Minneapolis, MN",False,nfl-2024-week-7
401671710,2024-10-20T17:00:00+00:00,,,False,MetLife Stadium,"East Rutherford, NJ",False,nfl-2024-week-7
401671623,2024-11-03T18:00:00+00:00,,,False,M&T Bank Stadium,"Baltimore, MD",False,nfl-2024-week-9
401671661,2024-11-03T21:05:00+00:00,,,False,State Farm Stadium,"Glendale, AZ",False,nfl-2024-week-9
401671767,2024-11-03T21:25:00+00:00,,,False,Lambeau Field,"Green Bay, WI",False,nfl-2024-week-9
401671787,2024-11-11T01:20:00+00:00,,,False,NRG Stadium,"Houston, TX",False,nfl-2024-week-10
401671693,2024-11-12T01:15:00+00:00,,,False,SoFi Stadium,"Inglewood, CA",False,nfl-2024-week-10
401671663,2024-10-20T20:05:00+00:00,,,False,SoFi Stadium,"Inglewood, CA",False,nfl-2024-week-7
401671640,2024-10-20T20:05:00+00:00,,,False,Northwest Stadium,"Landover, MD",False,nfl-2024-week-7
401671777,2024-10-20T20:25:00+00:00,,,False,Levi's Stadium,"Santa Clara, CA",False,nfl-2024-week-7
401671785,2024-10-21T00:20:00+00:00,,,False,Acrisure Stadium,"Pittsburgh, PA",False,nfl-2024-week-7
401671695,2024-10-22T00:15:00+00:00,,,False,Raymond James Stadium,"Tampa, FL",False,nfl-2024-week-7
401671699,2024-10-22T01:00:00+00:00,,,False,State Farm Stadium,"Glendale, AZ",False,nfl-2024-week-7
401671817,2024-10-25T00:15:00+00:00,,,False,SoFi Stadium,"Inglewood, CA",False,nfl-2024-week-8
401671813,2024-11-15T01:15:00+00:00,,,False,Lincoln Financial Field,"Philadelphia, PA",False,nfl-2024-week-11
401671869,2024-11-17T18:00:00+00:00,,,False,Soldier Field,"Chicago, IL",False,nfl-2024-week-11
401671814,2024-12-06T01:15:00+00:00,,,False,Ford Field,"Detroit, MI",False,nfl-2024-week-14
401671821,2024-12-08T18:00:00+00:00,,,False,Nissan Stadium,"Nashville, TN",False,nfl-2024-week-14
401671848,2024-12-08T18:00:00+00:00,,,False,Hard Rock Stadium,"Miami Gardens, FL",False,nfl-2024-week-14
401671754,2024-09-15T20:05:00+00:00,LAR -2.5,48.5,False,State Farm Stadium,"Glendale, AZ",False,nfl-2024-week-2
401671668,2024-09-15T20:25:00+00:00,PIT -2.5,40.5,False,Empower Field at Mile High,"Denver, CO",False,nfl-2024-week-2
401671670,2024-09-15T20:25:00+00:00,KC -3.5,48.5,False,GEHA Field at Arrowhead Stadium,"Kansas City, MO",False,nfl-2024-week-2
401671786,2024-09-16T00:20:00+00:00,HOU -3.5,46.5,False,NRG Stadium,"Houston, TX",False,nfl-2024-week-2
401671691,2024-09-17T00:15:00+00:00,PHI -4,48.5,False,Lincoln Financial Field,"Philadelphia, PA",False,nfl-2024-week-2
401671808,2024-09-20T00:15:00+00:00,,,False,MetLife Stadium,"East Rutherford, NJ",False,nfl-2024-week-3
401671855,2024-09-22T17:00:00+00:00,,,False,Huntington Bank Field,"Cleveland, OH",False,nfl-2024-week-3
401671823,2024-09-22T17:00:00+00:00,,,False,Nissan Stadium,"Nashville, TN",False,nfl-2024-week-3
401671865,2024-09-22T17:00:00+00:00,,,False,Lucas Oil Stadium,"Indianapolis, IN",False,nfl-2024-week-3
401671646,2024-09-22T17:00:00+00:00,,,False,U.S. Bank Stadium,"Minneapolis, MN",False,nfl-2024-week-3
401671736,2024-09-22T17:00:00+00:00,,,False,Caesars Superdome,"New Orleans, LA",False,nfl-2024-week-3
401671632,2024-09-22T17:00:00+00:00,,,False,Acrisure Stadium,"Pittsburgh, PA",False,nfl-2024-week-3
401671741,2024-09-22T17:00:00+00:00,,,False,Raymond James Stadium,"Tampa, FL",False,nfl-2024-week-3
401671658,2024-09-22T20:05:00+00:00,,,False,Allegiant Stadium,"Las Vegas, NV",False,nfl-2024-week-3
401671662,2024-09-22T20:05:00+00:00,,,False,Lumen Field,"Seattle, WA",False,nfl-2024-week-3
401671763,2024-09-22T20:25:00+00:00,,,False,AT&T Stadium,"Arlington, TX",False,nfl-2024-week-3
401671772,2024-09-22T20:25:00+00:00,,,False,SoFi Stadium,"Inglewood, CA",False,nfl-2024-week-3
401671771,2024-09-22T20:25:00+00:00,,,False,State Farm Stadium,"Glendale, AZ",False,nfl-2024-week-3
401671793,2024-09-23T00:20:00+00:00,,,False,Mercedes-Benz Stadium,"Atlanta, GA",False,nfl-2024-week-3
401671682,2024-09-23T23:30:00+00:00,,,False,Highmark Stadium,"Orchard Park, NY",False,nfl-2024-week-3
401671490,2024-09-24T00:15:00+00:00,,,False,Paycor Stadium,"Cincinnati, OH",False,nfl-2024-week-3
401671812,2024-09-27T00:15:00+00:00,,,False,MetLife Stadium,"East Rutherford, NJ",False,nfl-2024-week-4
401671727,2024-09-29T17:00:00+00:00,,,False,Mercedes-Benz Stadium,"Atlanta, GA",False,nfl-2024-week-4
401671871,2024-09-29T17:00:00+00:00,,,False,Soldier Field,"Chicago, IL",False,nfl-2024-week-4
401671643,2024-09-29T17:00:00+00:00,,,False,Lambeau Field,"Green Bay, WI",False,nfl-2024-week-4
401671867,2024-09-29T17:00:00+00:00,,,False,Lucas Oil Stadium,"Indianapolis, IN",False,nfl-2024-week-4
401671622,2024-09-29T17:00:00+00:00,,,False,MetLife Stadium,"East Rutherford, NJ",False,nfl-2024-week-4
401671740,2024-09-29T17:00:00+00:00,,,False,Raymond James Stadium,"Tampa, FL",False,nfl-2024-week-4
401671745,2024-09-29T17:00:00+00:00,,,False,Bank of America Stadium,"Charlotte, NC",False,nfl-2024-week-4
401671857,2024-09-29T17:00:00+00:00,,,False,NRG Stadium,"Houston, TX",False,nfl-2024-week-4
401671755,2024-09-29T20:05:00+00:00,,,False,State Farm Stadium,"Glendale, AZ",False,nfl-2024-week-4
401671758,2024-09-29T20:05:00+00:00,,,False,Levi's Stadium,"Santa Clara, CA",False,nfl-2024-week-4
401671672,2024-09-29T20:25:00+00:00,,,False,Allegiant Stadium,"Las Vegas, NV",False,nfl-2024-week-4
401671674,2024-09-29T20:25:00+00:00,,,False,SoFi Stadium,"Inglewood, CA",False,nfl-2024-week-4
401671783,2024-09-30T00:20:00+00:00,,,False,M&T Bank Stadium,"Baltimore, MD",False,nfl-2024-week-4
401671683,2024-09-30T23:30:00+00:00,,,False,Hard Rock Stadium,"Miami Gardens, FL",False,nfl-2024-week-4
401671491,2024-10-01T00:15:00+00:00,,,False,Ford Field,"Detroit, MI",False,nfl-2024-week-4
401671804,2024-10-06T13:30:00+00:00,NYJ -3.5,43.5,False,Tottenham Hotspur Stadium,London,True,nfl-2024-week-5
401671872,2024-10-06T17:00:00+00:00,,,False,Soldier Field,"Chicago, IL",False,nfl-2024-week-5
401671626,2024-10-06T17:00:00+00:00,,,False,Paycor Stadium,"Cincinnati, OH",False,nfl-2024-week-5
401671700,2024-10-06T17:00:00+00:00,,,False,Gillette Stadium,"Foxborough, MA",False,nfl-2024-week-5
401671718,2024-10-06T17:00:00+00:00,,,False,Northwest Stadium,"Landover, MD",False,nfl-2024-week-5
401671633,2024-10-06T17:00:00+00:00,,,False,EverBank Stadium,"Jacksonville, FL",False,nfl-2024-week-5
401671859,2024-10-06T17:00:00+00:00,,,False,NRG Stadium,"Houston, TX",False,nfl-2024-week-5
401671747,2024-10-06T20:05:00+00:00,,,False,Empower Field at Mile High,"Denver, CO",False,nfl-2024-week-5
401671756,2024-10-06T20:05:00+00:00,,,False,Levi's Stadium,"Santa Clara, CA",False,nfl-2024-week-5
401671679,2024-10-06T20:25:00+00:00,,,False,SoFi Stadium,"Inglewood, CA",False,nfl-2024-week-5
401671680,2024-10-06T20:25:00+00:00,,,False,Lumen Field,"Seattle, WA",False,nfl-2024-week-5
401671784,2024-10-07T00:20:00+00:00,,,False,Acrisure Stadium,"Pittsburgh, PA",False,nfl-2024-week-5
401671687,2024-10-08T00:15:00+00:00,,,False,GEHA Field at Arrowhead Stadium,"Kansas City, MO",False,nfl-2024-week-5
401671819,2024-10-11T00:15:00+00:00,,,False,Lumen Field,"Seattle, WA",False,nfl-2024-week-6
401671802,2024-10-13T13:30:00+00:00,JAX -1,46.5,False,Tottenham Hotspur Stadium,London,True,nfl-2024-week-6
401671722,2024-10-13T17:00:00+00:00,,,False,Lambeau Field,"Green Bay, WI",False,nfl-2024-week-6
401671820,2024-10-13T17:00:00+00:00,,,False,Nissan Stadium,"Nashville, TN",False,nfl-2024-week-6
401671619,2024-10-13T17:00:00+00:00,,,False,Gillette Stadium,"Foxborough, MA",False,nfl-2024-week-6
401671735,2024-10-13T17:00:00+00:00,,,False,Caesars Superdome,"New Orleans, LA",False,nfl-2024-week-6
401671714,2024-10-13T17:00:00+00:00,,,False,Lincoln Financial Field,"Philadelphia, PA",False,nfl-2024-week-6
401671625,2024-10-13T17:00:00+00:00,,,False,M&T Bank Stadium,"Baltimore, MD",False,nfl-2024-week-6
401671655,2024-10-13T20:05:00+00:00,,,False,Empower Field at Mile High,"Denver, CO",False,nfl-2024-week-6
401671657,2024-10-13T20:05:00+00:00,,,False,Allegiant Stadium,"Las Vegas, NV",False,nfl-2024-week-6
401671764,2024-10-13T20:25:00+00:00,,,False,AT&T Stadium,"Arlington, TX",False,nfl-2024-week-6
401671769,2024-10-13T20:25:00+00:00,,,False,Bank of America Stadium,"Charlotte, NC",False,nfl-2024-week-6
401671791,2024-10-14T00:20:00+00:00,,,False,MetLife Stadium,"East Rutherford, NJ",False,nfl-2024-week-6
401671684,2024-10-15T00:15:00+00:00,,,False,MetLife Stadium,"East Rutherford, NJ",False,nfl-2024-week-6
401671648,2024-12-08T18:00:00+00:00,,,False,U.S. Bank Stadium,"Minneapolis, MN",False,nfl-2024-week-14
401671796,2024-12-16T01:20:00+00:00,,,False,Lumen Field,"Seattle, WA",False,nfl-2024-week-15
401671489,2024-12-17T01:00:00+00:00,,,False,U.S. Bank Stadium,"Minneapolis, MN",False,nfl-2024-week-15
401671697,2024-12-17T01:30:00+00:00,,,False,Allegiant Stadium,"Las Vegas, NV",False,nfl-2024-week-15
401671811,2024-12-20T01:15:00+00:00,,,False,Paycor Stadium,"Cincinnati, OH",False,nfl-2024-week-16
401671780,2024-12-21T18:00:00+00:00,,,False,GEHA Field at Arrowhead Stadium,"Kansas City, MO",False,nfl-2024-week-16
401671778,2024-12-21T21:30:00+00:00,,,False,M&T Bank Stadium,"Baltimore, MD",False,nfl-2024-week-16
401671729,2024-12-22T18:00:00+00:00,,,False,Mercedes-Benz Stadium,"Atlanta, GA",False,nfl-2024-week-16
401671494,2024-12-22T18:00:00+00:00,,,False,Highmark Stadium,"Orchard Park, NY",False,nfl-2024-week-16
401671868,2024-12-22T18:00:00+00:00,,,False,Soldier Field,"Chicago, IL",False,nfl-2024-week-16
401671862,2024-12-22T18:00:00+00:00,,,False,Lucas Oil Stadium,"Indianapolis, IN",False,nfl-2024-week-16
401671621,2024-12-22T18:00:00+00:00,,,False,MetLife Stadium,"East Rutherford, NJ",False,nfl-2024-week-16
401671717,2024-12-22T18:00:00+00:00,,,False,Northwest Stadium,"Landover, MD",False,nfl-2024-week-16
401671732,2024-12-22T18:00:00+00:00,,,False,Bank of America Stadium,"Charlotte, NC",False,nfl-2024-week-16
401671749,2024-12-22T21:05:00+00:00,,,False,SoFi Stadium,"Inglewood, CA",False,nfl-2024-week-16
401671852,2024-10-27T17:00:00+00:00,,,False,Huntington Bank Field,"Cleveland, OH",False,nfl-2024-week-8
401671720,2024-10-27T17:00:00+00:00,,,False,Ford Field,"Detroit, MI",False,nfl-2024-week-8
401671850,2024-10-27T17:00:00+00:00,,,False,Hard Rock Stadium,"Miami Gardens, FL",False,nfl-2024-week-8
401671618,2024-10-27T17:00:00+00:00,,,False,Gillette Stadium,"Foxborough, MA",False,nfl-2024-week-8
401671739,2024-10-27T17:00:00+00:00,,,False,Raymond James Stadium,"Tampa, FL",False,nfl-2024-week-8
401671599,2024-10-27T17:00:00+00:00,,,False,Northwest Stadium,"Landover, MD",False,nfl-2024-week-8
401671707,2024-10-27T17:00:00+00:00,,,False,EverBank Stadium,"Jacksonville, FL",False,nfl-2024-week-8
401671856,2024-10-27T17:00:00+00:00,,,False,NRG Stadium,"Houston, TX",False,nfl-2024-week-8
401671750,2024-10-27T20:05:00+00:00,,,False,SoFi Stadium,"Inglewood, CA",False,nfl-2024-week-8
401671760,2024-10-27T20:05:00+00:00,,,False,Lumen Field,"Seattle, WA",False,nfl-2024-week-8
401671667,2024-10-27T20:25:00+00:00,,,False,Paycor Stadium,"Cincinnati, OH",False,nfl-2024-week-8
401671600,2024-10-27T20:25:00+00:00,,,False,Empower Field at Mile High,"Denver, CO",False,nfl-2024-week-8
401671671,2024-10-27T20:25:00+00:00,,,False,Allegiant Stadium,"Las Vegas, NV",False,nfl-2024-week-8
401671795,2024-10-28T00:20:00+00:00,,,False,Levi's Stadium,"Santa Clara, CA",False,nfl-2024-week-8
401671685,2024-10-29T00:15:00+00:00,,,False,Acrisure Stadium,"Pittsburgh, PA",False,nfl-2024-week-8
401671809,2024-11-01T00:15:00+00:00,,,False,MetLife Stadium,"East Rutherford, NJ",False,nfl-2024-week-9
401671728,2024-11-03T18:00:00+00:00,,,False,Mercedes-Benz Stadium,"Atlanta, GA",False,nfl-2024-week-9
401671493,2024-11-03T18:00:00+00:00,,,False,Highmark Stadium,"Orchard Park, NY",False,nfl-2024-week-9
401671704,2024-11-03T18:00:00+00:00,,,False,Paycor Stadium,"Cincinnati, OH",False,nfl-2024-week-9
401671629,2024-11-03T18:00:00+00:00,,,False,Huntington Bank Field,"Cleveland, OH",False,nfl-2024-week-9
401671822,2024-11-03T18:00:00+00:00,,,False,Nissan Stadium,"Nashville, TN",False,nfl-2024-week-9
401671647,2024-11-03T18:00:00+00:00,,,False,U.S. Bank Stadium,"Minneapolis, MN",False,nfl-2024-week-9
401671711,2024-11-03T18:00:00+00:00,,,False,MetLife Stadium,"East Rutherford, NJ",False,nfl-2024-week-9
401671650,2024-11-03T18:00:00+00:00,,,False,Bank of America Stadium,"Charlotte, NC",False,nfl-2024-week-9
401671759,2024-12-22T21:05:00+00:00,,,False,Lumen Field,"Seattle, WA",False,nfl-2024-week-16
401671673,2024-12-22T21:25:00+00:00,,,False,Allegiant Stadium,"Las Vegas, NV",False,nfl-2024-week-16
401671874,2024-12-22T21:25:00+00:00,,,False,Hard Rock Stadium,"Miami Gardens, FL",False,nfl-2024-week-16
401671790,2024-12-23T01:20:00+00:00,,,False,AT&T Stadium,"Arlington, TX",False,nfl-2024-week-16
401671692,2024-12-24T01:15:00+00:00,,,False,Lambeau Field,"Green Bay, WI",False,nfl-2024-week-16
401671799,2024-12-25T18:00:00+00:00,KC -5.5,41.5,False,Acrisure Stadium,"Pittsburgh, PA",False,nfl-2024-week-17
401671800,2024-12-25T21:30:00+00:00,BAL -2,46.5,False,NRG Stadium,"Houston, TX",False,nfl-2024-week-17
401671876,2024-12-27T01:15:00+00:00,,,False,Soldier Field,"Chicago, IL",False,nfl-2024-week-17
401671835,2024-12-29T05:00:00+00:00,,,False,Paycor Stadium,"Cincinnati, OH",False,nfl-2024-week-17
401671829,2024-12-29T05:00:00+00:00,,,False,SoFi Stadium,"Inglewood, CA",False,nfl-2024-week-17
401671832,2024-12-29T05:00:00+00:00,,,False,Gillette Stadium,"Foxborough, MA",False,nfl-2024-week-17
401671653,2024-12-29T18:00:00+00:00,,,False,Raymond James Stadium,"Tampa, FL",False,nfl-2024-week-17
401671634,2024-12-29T18:00:00+00:00,,,False,EverBank Stadium,"Jacksonville, FL",False,nfl-2024-week-17
401671765,2024-12-29T21:25:00+00:00,,,False,Lincoln Financial Field,"Philadelphia, PA",False,nfl-2024-week-17
401671877,2024-12-30T01:20:00+00:00,,,False,Huntington Bank Field,"Cleveland, OH",False,nfl-2024-week-17
401671698,2024-12-31T01:15:00+00:00,,,False,Levi's Stadium,"Santa Clara, CA",False,nfl-2024-week-17
401671827,2025-01-05T05:00:00+00:00,,,False,Mercedes-Benz Stadium,"Atlanta, GA",False,nfl-2024-week-18
401671840,2025-01-05T05:00:00+00:00,,,False,AT&T Stadium,"Arlington, TX",False,nfl-2024-week-18
401671838,2025-01-05T05:00:00+00:00,,,False,Empower Field at Mile High,"Denver, CO",False,nfl-2024-week-18
401671843,2025-01-05T05:00:00+00:00,,,False,Ford Field,"Detroit, MI",False,nfl-2024-week-18
401671844,2025-01-05T05:00:00+00:00,,,False,Lambeau Field,"Green Bay, WI",False,nfl-2024-week-18
401671826,2025-01-05T05:00:00+00:00,,,False,Nissan Stadium,"Nashville, TN",False,nfl-2024-week-18
401671628,2024-09-08T17:00:00+00:00,CIN -8.5,40.5,False,Paycor Stadium,"Cincinnati, OH",False,nfl-2024-week-1
401671861,2024-09-08T17:00:00+00:00,HOU -3,48.5,False,Lucas Oil Stadium,"Indianapolis, IN",False,nfl-2024-week-1
401671849,2024-09-08T17:00:00+00:00,MIA -3.5,48.5,False,Hard Rock Stadium,"Miami Gardens, FL",False,nfl-2024-week-1
401671734,2024-09-08T17:00:00+00:00,NO -4,41.5,False,Caesars Superdome,"New Orleans, LA",False,nfl-2024-week-1
401671712,2024-09-08T17:00:00+00:00,MIN -1.5,41.5,False,MetLife Stadium,"East Rutherford, NJ",False,nfl-2024-week-1
401671659,2024-09-08T20:05:00+00:00,LAC -3,40.5,False,SoFi Stadium,"Inglewood, CA",False,nfl-2024-week-1
401671807,2024-09-13T00:15:00+00:00,MIA -1,50.5,False,Hard Rock Stadium,"Miami Gardens, FL",False,nfl-2024-week-2
401671642,2024-11-17T18:00:00+00:00,,,False,Ford Field,"Detroit, MI",False,nfl-2024-week-11
401671824,2024-11-17T18:00:00+00:00,,,False,Nissan Stadium,"Nashville, TN",False,nfl-2024-week-11
401671851,2024-11-17T18:00:00+00:00,,,False,Hard Rock Stadium,"Miami Gardens, FL",False,nfl-2024-week-11
401671701,2024-11-17T18:00:00+00:00,,,False,Gillette Stadium,"Foxborough, MA",False,nfl-2024-week-11
401671746,2024-11-17T18:00:00+00:00,,,False,Caesars Superdome,"New Orleans, LA",False,nfl-2024-week-11
401671630,2024-11-17T18:00:00+00:00,,,False,Acrisure Stadium,"Pittsburgh, PA",False,nfl-2024-week-11
401671748,2024-11-17T21:05:00+00:00,,,False,Empower Field at Mile High,"Denver, CO",False,nfl-2024-week-11
401671858,2024-11-24T18:00:00+00:00,,,False,NRG Stadium,"Houston, TX",False,nfl-2024-week-12
401671837,2025-01-05T05:00:00+00:00,,,False,Lucas Oil Stadium,"Indianapolis, IN",False,nfl-2024-week-18
401671839,2025-01-05T05:00:00+00:00,,,False,Allegiant Stadium,"Las Vegas, NV",False,nfl-2024-week-18
